topLevelReelUrl,shareable_url,text,time,playCountRounded,play_count_reduced,track_title,inputUrl,processed_at
https://facebook.com/reel/925035566783903/,https://www.facebook.com/reel/925035566783903,,2026-03-13T17:05:15.000Z,14000,14K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/1484274366536807/,https://www.facebook.com/reel/1484274366536807,,2026-03-11T10:00:51.000Z,16000,16K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/777305261710399/,https://www.facebook.com/reel/777305261710399,,2026-03-10T09:30:08.000Z,10000,10K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/912165591417223/,https://www.facebook.com/reel/912165591417223,,2026-03-10T05:33:15.000Z,7200,7.2K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/908074361936838/,https://www.facebook.com/reel/908074361936838,,2026-03-09T13:20:46.000Z,5900,5.9K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/1483563196624757/,https://www.facebook.com/reel/1483563196624757,,2026-03-09T06:26:42.000Z,8000,8K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/1981130212805710/,https://www.facebook.com/reel/1981130212805710,,2026-03-08T10:54:17.000Z,5800,5.8K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/1560833411696671/,https://www.facebook.com/reel/1560833411696671,,2026-03-05T15:26:46.000Z,8200,8.2K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/2054810965093125/,https://www.facebook.com/reel/2054810965093125,,2026-03-04T13:03:29.000Z,9700,9.7K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/1223489323225278/,https://www.facebook.com/reel/1223489323225278,,2026-03-04T10:33:16.000Z,8000,8K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/1956852701707120/,https://www.facebook.com/reel/1956852701707120,,2026-03-02T07:22:28.000Z,7300,7.3K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/1229387656009917/,https://www.facebook.com/reel/1229387656009917,,2026-03-01T06:30:39.000Z,8600,8.6K,Viacheslav Starostin · Ocean Drive Escape,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
