record_id,city_name,branch_id,branch_name,package_name,price,min_pax,max_pax,applicable_days,slot_timings,full_address,terms_summary,scraped_at
144,Bangalore,14,Koramangala 1st Block,Fantastic 4@1839,₹1839,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 • ₹460 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
145,Bangalore,14,Koramangala 1st Block,Fantastic 4@1879,₹1879,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 • ₹470 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
146,Bangalore,14,Koramangala 1st Block,Fantastic 4@1929,₹1929,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 • ₹482 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
147,Bangalore,14,Koramangala 1st Block,Fantastic 4@1969,₹1969,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",10:30 AM - 11:45 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 • ₹492 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
148,Bangalore,14,Koramangala 1st Block,Fantastic 4@2019,₹2019,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 • ₹505 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
149,Bangalore,14,Koramangala 1st Block,Fantastic 4@2059,₹2059,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 • ₹515 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
150,Bangalore,14,Koramangala 1st Block,Fantastic 4@2079,₹2079,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 • ₹ 520 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
151,Bangalore,14,Koramangala 1st Block,Fantastic 4@2109,₹2109,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 • ₹527 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
152,Bangalore,14,Koramangala 1st Block,Fantastic 4@2149,₹2149,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 • ₹537 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
153,Bangalore,14,Koramangala 1st Block,Fantastic 4@2199,₹2199,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 • ₹550 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
154,Bangalore,14,Koramangala 1st Block,Friendship Deal(4@2519),₹2519,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 or more • ₹630 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
155,Bangalore,14,Koramangala 1st Block,Friendship Deal(4@2549),₹2549,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",10:30 AM - 11:30 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 or more • ₹637 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
156,Bangalore,14,Koramangala 1st Block,Friendship Deal(4@2639),₹2639,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 or more • ₹660 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
157,Bangalore,14,Koramangala 1st Block,Friendship Deal(4@2679),₹2679,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",10:30 AM - 11:45 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 or more • ₹670 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
158,Bangalore,14,Koramangala 1st Block,Friendship Deal(4@2699),₹2699,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 or more • ₹675 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
159,Bangalore,14,Koramangala 1st Block,Friendship Deal(4@2899),₹2899,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 or more • ₹725 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
160,Bangalore,14,Koramangala 1st Block,Friendship Deal(4@2929),₹2929,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",10:00 AM - 11:00 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 or more • ₹732 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
161,Bangalore,14,Koramangala 1st Block,Friendship Deal(4@2949),₹2949,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",10:00 AM - 11:00 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 or more • ₹737 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
162,Bangalore,14,Koramangala 1st Block,Friendship Deal(4@3049),₹3049,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",10:00 AM - 11:00 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 or more • ₹762 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
163,Bangalore,14,Koramangala 1st Block,Friendship Deal(4@3129),₹3129,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 or more • ₹782 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
164,Bangalore,14,Koramangala 1st Block,Friendship Deal(4@3149),₹3149,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",10:00 AM - 11:00 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 or more • ₹787 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
165,Bangalore,14,Koramangala 1st Block,Friendship Deal(4@3249),₹3249,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 or more • ₹812 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
166,Bangalore,14,Koramangala 1st Block,Friendship Deal(4@3299),₹3299,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 or more • ₹825 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
167,Bangalore,14,Koramangala 1st Block,Friendship Deal(4@3329),₹3329,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 or more • ₹832 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
168,Bangalore,14,Koramangala 1st Block,Friendship Deal(4@3349),₹3349,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 or more • ₹837 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
169,Bangalore,14,Koramangala 1st Block,Friendship Deal(4@3449),₹3449,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:00 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 or more • ₹862 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
170,Bangalore,14,Koramangala 1st Block,Friendship Deal(4@3499),₹3499,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 or more • ₹875 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
171,Bangalore,14,Koramangala 1st Block,Friendship Deal(4@3529),₹3529,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 or more • ₹882 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
172,Bangalore,14,Koramangala 1st Block,Friendship Deal(4@3699),₹3699,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:30 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 or more • ₹925 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
173,Bangalore,14,Koramangala 1st Block,Friendship Deal(4@3549),₹3549,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 or more • ₹per 887 person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
174,Bangalore,14,Koramangala 1st Block,Friendship Deal(4@3629),₹3629,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 or more • ₹907 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
175,Bangalore,14,Koramangala 1st Block,Friendship Deal(4@3649),₹3649,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 or more • ₹912 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
176,Bangalore,14,Koramangala 1st Block,Friendship Deal(4@3749),₹3749,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 or more • ₹937 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
177,Bangalore,14,Koramangala 1st Block,Friendship Deal(4@3829),₹3829,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 or more • ₹957 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
178,Bangalore,14,Koramangala 1st Block,Friendship Deal(4@3849),₹3849,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 or more • ₹962 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
179,Bangalore,14,Koramangala 1st Block,Friendship Deal(4@3899),₹3899,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 or more • ₹975 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
180,Bangalore,14,Koramangala 1st Block,Friendship Deal(4@4299),₹4299,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 or more • ₹1075 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
181,Bangalore,14,Koramangala 1st Block,Friendship Deal(4@4399),₹4399,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 or more • ₹1100 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
182,Bangalore,14,Koramangala 1st Block,Friendship Deal(4@4499),₹4499,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 or more • ₹1125 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
183,Bangalore,14,Koramangala 1st Block,Friendship Deal(4@4599),₹4599,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 or more • ₹1150 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
184,Bangalore,14,Koramangala 1st Block,Friendship Deal(4@4699),₹4699,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 or more • ₹1175 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
185,Bangalore,14,Koramangala 1st Block,Friendship Deal(4@2349),₹2349,4,10000,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 or more • ₹587 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
186,Bangalore,14,Koramangala 1st Block,Friendship Deal(4@2429),₹2429,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 or more • ₹607 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
187,Bangalore,15,JP Nagar,Fab 5@2026,₹2026,5,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",11:00 AM - 10:30 PM,"67, 3rd Floor, 6th B Main, Phase III, J P Nagar, Bengaluru, Karnataka 560078, India",Fantastic 5 @ 2026 – Save big when you dine with a group of 5! (Applicable only with The Big Buffet). This is the ultimate choice for a tasty and fulfilling break. Grab your seat and dive into a feast you’ll love – today! Enjoy juicy savory bites and sweet desserts all served with deliciousness. Thi,2026-07-30T07:42:16.964Z
188,Bangalore,15,JP Nagar,Super 6 @666,₹666,6,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",11:00 AM - 11:30 PM,"67, 3rd Floor, 6th B Main, Phase III, J P Nagar, Bengaluru, Karnataka 560078, India","Make everyday sizzle with our special Sizzling 6@666 offer! Come with your group of 6 persons, and enjoy a mouthwatering all-you-can-eat buffet featuring 60+ live grills, unlimited starters, hearty mains, and delectable desserts — all for just ₹666 per person. Catch this limited-time deal now!",2026-07-30T07:42:16.964Z
189,Bangalore,15,JP Nagar,Sizzling 7 @777,₹777,7,150000000,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",10:00 AM - 11:30 PM,"67, 3rd Floor, 6th B Main, Phase III, J P Nagar, Bengaluru, Karnataka 560078, India",Group offer for 7 or more • ₹777 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
190,Bangalore,15,JP Nagar,Soft Beverages @ ₹49 Each,₹49,2,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",10:30 AM - 11:59 PM,"67, 3rd Floor, 6th B Main, Phase III, J P Nagar, Bengaluru, Karnataka 560078, India","Double the refreshment, less than half the price! Save ₹201 on every pair of mocktails.",2026-07-30T07:42:16.964Z
191,Bangalore,15,JP Nagar,Sizzling 8 @888,₹888,8,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",10:30 AM - 11:30 PM,"67, 3rd Floor, 6th B Main, Phase III, J P Nagar, Bengaluru, Karnataka 560078, India",Group offer for 8 or more • ₹888 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
192,Bangalore,15,JP Nagar,Sizzling 6 @999,₹999,6,10000000,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",11:00 AM - 10:30 PM,"67, 3rd Floor, 6th B Main, Phase III, J P Nagar, Bengaluru, Karnataka 560078, India",Group offer for 6 or more • ₹999 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
193,Bangalore,15,JP Nagar,Student (10-21 yrs),Dynamic/Standard Rate,1,150,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",11:00 AM - 11:30 PM,"67, 3rd Floor, 6th B Main, Phase III, J P Nagar, Bengaluru, Karnataka 560078, India",Students (10–21 years) Student discount available only on showing a valid student ID card.. Applicable for veg / non-veg. Cannot be clubbed with any other offer.,2026-07-30T07:42:16.964Z
194,Bangalore,15,JP Nagar,Fantastic 4@1699,₹1699,4,1000,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",10:30 AM - 11:30 PM,"67, 3rd Floor, 6th B Main, Phase III, J P Nagar, Bengaluru, Karnataka 560078, India",Fantastic 4 @ 1699 – Save big when you dine with a group of 4! (Applicable only with The Big Buffet). This is the ultimate choice for a tasty and fulfilling break. Grab your seat and dive into a feast you’ll love – today! Enjoy juicy savory bites and sweet desserts all served with deliciousness. Thi,2026-07-30T07:42:16.964Z
195,Bangalore,15,JP Nagar,Fab 5 @2266,₹2266,1,100000,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:39 PM,"67, 3rd Floor, 6th B Main, Phase III, J P Nagar, Bengaluru, Karnataka 560078, India",Save big when you dine with a group of 5 @ Rs. 2266! (Applicable only with The Big Buffet Special Menu of 30+ Dishes). This is the ultimate choice for a tasty and fulfilling break. Grab your seat and dive into a feast you’ll love – today! Enjoy juicy savory bites and sweet desserts all served with d,2026-07-30T07:42:16.964Z
196,Bangalore,15,JP Nagar,Prime Time Deal,Dynamic/Standard Rate,1,1000000,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",06:00 PM - 11:59 PM,"67, 3rd Floor, 6th B Main, Phase III, J P Nagar, Bengaluru, Karnataka 560078, India",Limited Period Offer. Pre-book now to unlock this exclusive deal!,2026-07-30T07:42:16.964Z
197,Bangalore,15,JP Nagar,Friendship Deal(4@3399),₹3399,4,1000,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",10:00 AM - 11:30 PM,"67, 3rd Floor, 6th B Main, Phase III, J P Nagar, Bengaluru, Karnataka 560078, India",Limited Period Offer. Pre-book now to unlock this exclusive deal!,2026-07-30T07:42:16.964Z
198,Bangalore,15,JP Nagar,Friendship Deal(4@2799),₹2799,4,1000000,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"67, 3rd Floor, 6th B Main, Phase III, J P Nagar, Bengaluru, Karnataka 560078, India",Limited Period Offer. Pre-book now to unlock this exclusive deal!,2026-07-30T07:42:16.964Z
199,Bangalore,15,JP Nagar,Friendship Deal(4@3799),₹3799,4,10000,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"67, 3rd Floor, 6th B Main, Phase III, J P Nagar, Bengaluru, Karnataka 560078, India",Limited Period Offer. Pre-book now to unlock this exclusive deal!,2026-07-30T07:42:16.964Z
200,Bangalore,15,JP Nagar,Friendship Deal(4@2399),₹2399,4,1000,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"67, 3rd Floor, 6th B Main, Phase III, J P Nagar, Bengaluru, Karnataka 560078, India",Limited Period Offer. Pre-book now to unlock this exclusive deal!,2026-07-30T07:42:16.964Z
