topLevelReelUrl,shareable_url,time,playCountRounded,play_count_reduced,track_title,play_count_numeric,year,month,weekday,hour,reel_id
https://facebook.com/reel/1204122281645881/,https://www.facebook.com/reel/1204122281645881,2026-04-26 12:02:05+00:00,10000,10K,Barbeque Nation · Original audio,10000.0,2026,April,Sunday,12,1204122281645881
https://facebook.com/reel/27537905389130556/,https://www.facebook.com/reel/27537905389130556,2026-04-25 04:12:20+00:00,15000,15K,Barbeque Nation · Original audio,15000.0,2026,April,Saturday,4,27537905389130556
https://facebook.com/reel/2711617979204793/,https://www.facebook.com/reel/2711617979204793,2026-04-24 04:00:46+00:00,9700,9.7K,Barbeque Nation · Original audio,9700.0,2026,April,Friday,4,2711617979204793
https://facebook.com/reel/979809174580251/,https://www.facebook.com/reel/979809174580251,2026-04-21 16:25:04+00:00,21000,21K,Barbeque Nation · Original audio,21000.0,2026,April,Tuesday,16,979809174580251
https://facebook.com/reel/992891846504275/,https://www.facebook.com/reel/992891846504275,2026-04-20 15:29:33+00:00,13000,13K,Barbeque Nation · Original audio,13000.0,2026,April,Monday,15,992891846504275
https://facebook.com/reel/1660849748264349/,https://www.facebook.com/reel/1660849748264349,2026-04-18 08:49:27+00:00,10000,10K,Barbeque Nation · Original audio,10000.0,2026,April,Saturday,8,1660849748264349
https://facebook.com/reel/1496150798541493/,https://www.facebook.com/reel/1496150798541493,2026-04-17 06:00:01+00:00,9700,9.7K,Barbeque Nation · Original audio,9700.0,2026,April,Friday,6,1496150798541493
https://facebook.com/reel/1480649326901472/,https://www.facebook.com/reel/1480649326901472,2026-04-11 04:30:05+00:00,31000,31K,Barbeque Nation · Original audio,31000.0,2026,April,Saturday,4,1480649326901472
https://facebook.com/reel/1457950255740067/,https://www.facebook.com/reel/1457950255740067,2026-04-08 06:25:55+00:00,11000,11K,Barbeque Nation · Original audio,11000.0,2026,April,Wednesday,6,1457950255740067
https://facebook.com/reel/1609953210269927/,https://www.facebook.com/reel/1609953210269927,2026-04-07 09:06:10+00:00,43000,43K,Barbeque Nation · Original audio,43000.0,2026,April,Tuesday,9,1609953210269927
https://facebook.com/reel/1312533660757031/,https://www.facebook.com/reel/1312533660757031,2026-04-06 12:52:13+00:00,13000,13K,Barbeque Nation · Original audio,13000.0,2026,April,Monday,12,1312533660757031
https://facebook.com/reel/1216673853824052/,https://www.facebook.com/reel/1216673853824052,2026-04-04 03:52:32+00:00,24000,24K,Barbeque Nation · Original audio,24000.0,2026,April,Saturday,3,1216673853824052
https://facebook.com/reel/1472593864530541/,https://www.facebook.com/reel/1472593864530541,2026-04-01 11:58:25+00:00,9200,9.2K,Barbeque Nation · Original audio,9200.0,2026,April,Wednesday,11,1472593864530541
https://facebook.com/reel/1954061045986860/,https://www.facebook.com/reel/1954061045986860,2026-03-30 11:54:24+00:00,10000,10K,Barbeque Nation · Original audio,10000.0,2026,March,Monday,11,1954061045986860
https://facebook.com/reel/1525060452375834/,https://www.facebook.com/reel/1525060452375834,2026-03-30 06:19:54+00:00,9500,9.5K,Barbeque Nation · Original audio,9500.0,2026,March,Monday,6,1525060452375834
https://facebook.com/reel/1482467416595647/,https://www.facebook.com/reel/1482467416595647,2026-03-28 17:40:40+00:00,7800,7.8K,Barbeque Nation · Original audio,7800.0,2026,March,Saturday,17,1482467416595647
https://facebook.com/reel/1488740266144962/,https://www.facebook.com/reel/1488740266144962,2026-03-28 11:38:51+00:00,5700,5.7K,Barbeque Nation · Original audio,5700.0,2026,March,Saturday,11,1488740266144962
https://facebook.com/reel/925035566783903/,https://www.facebook.com/reel/925035566783903,2026-03-13 17:05:15+00:00,14000,14K,Barbeque Nation · Original audio,14000.0,2026,March,Friday,17,925035566783903
https://facebook.com/reel/1484274366536807/,https://www.facebook.com/reel/1484274366536807,2026-03-11 10:00:51+00:00,16000,16K,Barbeque Nation · Original audio,16000.0,2026,March,Wednesday,10,1484274366536807
https://facebook.com/reel/777305261710399/,https://www.facebook.com/reel/777305261710399,2026-03-10 09:30:08+00:00,10000,10K,Barbeque Nation · Original audio,10000.0,2026,March,Tuesday,9,777305261710399
https://facebook.com/reel/912165591417223/,https://www.facebook.com/reel/912165591417223,2026-03-10 05:33:15+00:00,7200,7.2K,Barbeque Nation · Original audio,7200.0,2026,March,Tuesday,5,912165591417223
https://facebook.com/reel/908074361936838/,https://www.facebook.com/reel/908074361936838,2026-03-09 13:20:46+00:00,5900,5.9K,Barbeque Nation · Original audio,5900.0,2026,March,Monday,13,908074361936838
https://facebook.com/reel/1483563196624757/,https://www.facebook.com/reel/1483563196624757,2026-03-09 06:26:42+00:00,8000,8K,Barbeque Nation · Original audio,8000.0,2026,March,Monday,6,1483563196624757
https://facebook.com/reel/1981130212805710/,https://www.facebook.com/reel/1981130212805710,2026-03-08 10:54:17+00:00,5800,5.8K,Barbeque Nation · Original audio,5800.0,2026,March,Sunday,10,1981130212805710
https://facebook.com/reel/1560833411696671/,https://www.facebook.com/reel/1560833411696671,2026-03-05 15:26:46+00:00,8200,8.2K,Barbeque Nation · Original audio,8200.0,2026,March,Thursday,15,1560833411696671
https://facebook.com/reel/2054810965093125/,https://www.facebook.com/reel/2054810965093125,2026-03-04 13:03:29+00:00,9700,9.7K,Barbeque Nation · Original audio,9700.0,2026,March,Wednesday,13,2054810965093125
https://facebook.com/reel/1223489323225278/,https://www.facebook.com/reel/1223489323225278,2026-03-04 10:33:16+00:00,8000,8K,Barbeque Nation · Original audio,8000.0,2026,March,Wednesday,10,1223489323225278
https://facebook.com/reel/1956852701707120/,https://www.facebook.com/reel/1956852701707120,2026-03-02 07:22:28+00:00,7300,7.3K,Barbeque Nation · Original audio,7300.0,2026,March,Monday,7,1956852701707120
https://facebook.com/reel/1229387656009917/,https://www.facebook.com/reel/1229387656009917,2026-03-01 06:30:39+00:00,8600,8.6K,Viacheslav Starostin · Ocean Drive Escape,8600.0,2026,March,Sunday,6,1229387656009917
